    1.2435530322e+02     1.8073813100e+02     1.0341507210e+02     8.5465620669e-01
    1.6549483404e+02     1.8320739665e+02     1.5810701436e+02     7.8703456183e-01
    1.6467095305e+02     1.3125953368e+02     1.0991809240e+02     9.1439598366e-01
    1.6762130339e+02     1.5239476861e+02     1.9525898413e+02     8.1996253101e-01
    1.3991160703e+02     1.0773932992e+02     1.9152894623e+02     8.8937949347e-01
    1.7806805700e+02     1.1812559993e+02     1.5796073693e+02     7.3672277896e-01
    1.2303521582e+02     1.5287112690e+02     1.8129834497e+02     9.9951334866e-01
    1.8406563275e+02     1.2826783721e+02     1.0606822698e+02     7.6811845807e-01
    1.0329099568e+02     1.6018064033e+02     1.9839604541e+02     7.8546445465e-01
    1.6040490595e+02     1.5795398314e+02     1.6536753638e+02     8.8898386198e-01
    1.8891299725e+02     1.1188519174e+02     1.6783802879e+02     7.5317869327e-01
    1.3491163308e+02     1.7814990908e+02     1.9592624886e+02     8.5672697731e-01
    1.0685304336e+02     1.2342796291e+02     1.4807539132e+02     8.3856689202e-01
    1.8591782867e+02     1.0441444030e+02     1.7836791139e+02     7.8192221159e-01
    1.2489247490e+02     1.1082014102e+02     1.4985892555e+02     7.7788054051e-01
    1.1888491353e+02     1.1498905954e+02     1.0579729781e+02     8.8905715830e-01
    1.5837253820e+02     1.0623007049e+02     1.6237159731e+02     7.1565457972e-01
    1.1852466451e+02     1.9461233839e+02     1.0097889516e+02     8.9083070964e-01
    1.6847896612e+02     1.8482193146e+02     1.3345548786e+02     8.3685502688e-01
    1.4375332795e+02     1.7231217904e+02     1.4834283112e+02     7.2714768672e-01
    1.7856292393e+02     1.2183629938e+02     1.5075556253e+02     9.6541974320e-01
    1.5002537718e+02     1.6311728036e+02     1.2553991546e+02     8.5143579085e-01
    1.7723447969e+02     1.8075881791e+02     1.7523238684e+02     9.4988542934e-01
    1.1962002705e+02     1.1849209930e+02     1.7479915486e+02     8.9346836381e-01
    1.4161469302e+02     1.2658598335e+02     1.3638788064e+02     8.7988041294e-01
    1.1323365798e+02     1.8632298563e+02     1.0412582334e+02     7.5382502071e-01
    1.7218976104e+02     1.3088768284e+02     1.6238809439e+02     9.2642388410e-01
    1.7740275892e+02     1.0991876757e+02     1.7739427413e+02     8.3801775401e-01
    1.4375253786e+02     1.7705487834e+02     1.2540643383e+02     7.7577195346e-01
    1.4884353903e+02     1.3673295333e+02     1.0656025869e+02     8.4568492748e-01
    1.8575803002e+02     1.2427319724e+02     1.5735464745e+02     9.1383965565e-01
    1.4626202144e+02     1.6329062913e+02     1.6697793400e+02     8.4738393646e-01
    1.5367868784e+02     1.5150577753e+02     1.8055368186e+02     9.0947784623e-01
    1.0962896119e+02     1.6945700153e+02     1.0646595766e+02     9.8389502919e-01
    1.7612697910e+02     1.7913788540e+02     1.0610603874e+02     8.5807029723e-01
    1.0618322841e+02     1.3138342244e+02     1.9523258158e+02     8.5632027689e-01
    1.0045993987e+02     1.3412319253e+02     1.7153742094e+02     8.6119053402e-01
